ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60601,31,07/26/2020,08/01/2020,9,116,61,790.5,189,1901,1288,12954,0.0,0.1,0,5,0.0,34.1,14675,60601-31,POINT (-87.622844 41.886262)
60601,30,07/19/2020,07/25/2020,8,107,54,729.1,201,1712,1370,11666.1,0.0,0.1,0,5,0.0,34.1,14675,60601-30,POINT (-87.622844 41.886262)
60603,39,09/20/2020,09/26/2020,0,13,0,1107.3,24,327,2044,27853.5,0.0,0.0,0,0,0.0,0.0,1174,60603-39,POINT (-87.625473 41.880112)
60611,16,04/12/2020,04/18/2020,8,72,25,222,101,450,312,1387.8,0.1,0.2,0,0,0.0,0.0,32426,60611-16,POINT (-87.620291 41.894734)
60610,17,04/19/2020,04/25/2020,22,134,56,343.4,149,638,382,1635.1,0.1,0.2,2,3,5.1,7.7,39019,60610-17,POINT (-87.63581 41.90455)
60610,23,05/31/2020,06/06/2020,11,260,28,666.3,280,2226,718,5704.9,0.0,0.1,1,7,2.6,17.9,39019,60610-23,POINT (-87.63581 41.90455)
60610,25,06/14/2020,06/20/2020,9,275,23,704.8,343,2891,879,7409.2,0.0,0.1,1,9,2.6,23.1,39019,60610-25,POINT (-87.63581 41.90455)
60611,15,04/05/2020,04/11/2020,7,64,22,197.4,59,349,182,1076.3,0.1,0.2,0,0,0.0,0.0,32426,60611-15,POINT (-87.620291 41.894734)
60610,26,06/21/2020,06/27/2020,26,301,67,771.4,477,3368,1222,8631.7,0.1,0.1,0,9,0.0,23.1,39019,60610-26,POINT (-87.63581 41.90455)
60610,27,06/28/2020,07/04/2020,22,323,56,827.8,482,3850,1235,9867,0.0,0.1,0,9,0.0,23.1,39019,60610-27,POINT (-87.63581 41.90455)
60610,28,07/05/2020,07/11/2020,27,350,69,897,604,4454,1548,11415,0.0,0.1,1,10,2.6,25.6,39019,60610-28,POINT (-87.63581 41.90455)
60612,22,05/24/2020,05/30/2020,26,671,76,1955.6,298,2920,868,8510.4,0.1,0.2,2,24,5.8,69.9,34311,60612-22,POINT (-87.687011 41.88004)
60612,23,05/31/2020,06/06/2020,24,695,70,2025.6,224,3144,653,9163.2,0.1,0.2,0,24,0.0,69.9,34311,60612-23,POINT (-87.687011 41.88004)
60612,24,06/07/2020,06/13/2020,12,707,35,2060.6,390,3534,1137,10299.9,0.0,0.2,1,25,2.9,72.9,34311,60612-24,POINT (-87.687011 41.88004)
60612,25,06/14/2020,06/20/2020,7,714,20,2081,279,3813,813,11113.1,0.0,0.2,0,25,0.0,72.9,34311,60612-25,POINT (-87.687011 41.88004)
60613,18,04/26/2020,05/02/2020,66,285,132,568.7,262,1066,523,2127.2,0.3,0.3,1,12,2.0,23.9,50113,60613-18,POINT (-87.661343 41.953742)
60613,19,05/03/2020,05/09/2020,31,316,62,630.6,213,1279,425,2552.2,0.1,0.2,8,20,16.0,39.9,50113,60613-19,POINT (-87.661343 41.953742)
60613,20,05/10/2020,05/16/2020,13,329,26,656.5,237,1516,473,3025.2,0.1,0.2,3,23,6.0,45.9,50113,60613-20,POINT (-87.661343 41.953742)
60616,23,05/31/2020,06/06/2020,18,445,33,817.1,269,3115,494,5719.4,0.1,0.1,0,33,0.0,60.6,54464,60616-23,POINT (-87.629531 41.844869)
60615,11,03/08/2020,03/14/2020,,,,,6,9,14,21.7,,,0,0,0.0,0.0,41563,60615-11,POINT (-87.602725 41.801993)
60616,24,06/07/2020,06/13/2020,11,456,20,837.3,529,3644,971,6690.7,0.0,0.1,2,35,3.7,64.3,54464,60616-24,POINT (-87.629531 41.844869)
60603,10,03/01/2020,03/07/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,1174,60603-10,POINT (-87.625473 41.880112)
60603,11,03/08/2020,03/14/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,1174,60603-11,POINT (-87.625473 41.880112)
60603,12,03/15/2020,03/21/2020,,,,,1,1,85,85.2,,,0,0,0.0,0.0,1174,60603-12,POINT (-87.625473 41.880112)
60603,13,03/22/2020,03/28/2020,,,,,3,4,256,340.7,,,0,0,0.0,0.0,1174,60603-13,POINT (-87.625473 41.880112)
60603,14,03/29/2020,04/04/2020,,,,,4,8,341,681.4,,,0,0,0.0,0.0,1174,60603-14,POINT (-87.625473 41.880112)
60603,15,04/05/2020,04/11/2020,,,,,5,13,426,1107.3,,,0,0,0.0,0.0,1174,60603-15,POINT (-87.625473 41.880112)
60604,10,03/01/2020,03/07/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,782,60604-10,POINT (-87.629029 41.878153)
60604,11,03/08/2020,03/14/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,782,60604-11,POINT (-87.629029 41.878153)
60604,12,03/15/2020,03/21/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,782,60604-12,POINT (-87.629029 41.878153)
60604,13,03/22/2020,03/28/2020,,,,,7,7,895,895.1,,,0,0,0.0,0.0,782,60604-13,POINT (-87.629029 41.878153)
60604,14,03/29/2020,04/04/2020,,,,,3,10,384,1278.8,,,0,0,0.0,0.0,782,60604-14,POINT (-87.629029 41.878153)
60604,16,04/12/2020,04/18/2020,,,,,3,14,384,1790.3,,,0,0,0.0,0.0,782,60604-16,POINT (-87.629029 41.878153)
60604,17,04/19/2020,04/25/2020,2,6,256,767.3,10,24,1279,3069.1,0.2,0.2,0,0,0.0,0.0,782,60604-17,POINT (-87.629029 41.878153)
60604,18,04/26/2020,05/02/2020,5,11,639,1406.6,14,38,1790,4859.3,0.4,0.3,0,0,0.0,0.0,782,60604-18,POINT (-87.629029 41.878153)
60604,19,05/03/2020,05/09/2020,3,14,384,1790.3,12,50,1534,6393.9,0.2,0.3,0,0,0.0,0.0,782,60604-19,POINT (-87.629029 41.878153)
60604,20,05/10/2020,05/16/2020,3,17,384,2173.9,13,63,1662,8056.3,0.2,0.3,0,0,0.0,0.0,782,60604-20,POINT (-87.629029 41.878153)
60603,31,07/26/2020,08/01/2020,0,9,0,766.6,20,203,1704,17291.3,0.0,0.0,0,0,0.0,0.0,1174,60603-31,POINT (-87.625473 41.880112)
60603,34,08/16/2020,08/22/2020,0,11,0,937,13,247,1107,21039.2,0.0,0.0,0,0,0.0,0.0,1174,60603-34,POINT (-87.625473 41.880112)
60604,22,05/24/2020,05/30/2020,2,22,256,2813.3,17,91,2174,11636.8,0.1,0.2,0,0,0.0,0.0,782,60604-22,POINT (-87.629029 41.878153)
60604,23,05/31/2020,06/06/2020,1,23,128,2941.2,8,99,1023,12659.8,0.1,0.2,0,0,0.0,0.0,782,60604-23,POINT (-87.629029 41.878153)
60604,24,06/07/2020,06/13/2020,1,24,128,3069.1,6,105,767,13427.1,0.2,0.2,0,0,0.0,0.0,782,60604-24,POINT (-87.629029 41.878153)
60604,25,06/14/2020,06/20/2020,0,24,0,3069.1,13,118,1662,15089.5,0.0,0.2,0,0,0.0,0.0,782,60604-25,POINT (-87.629029 41.878153)
60605,11,03/08/2020,03/14/2020,,,,,19,19,69,69,,,0,0,0.0,0.0,27519,60605-11,POINT (-87.623449 41.867824)
60601,19,05/03/2020,05/09/2020,7,63,48,429.3,75,368,511,2507.7,0.1,0.2,1,4,6.8,27.3,14675,60601-19,POINT (-87.622844 41.886262)
60601,33,08/09/2020,08/15/2020,8,128,54,872.2,215,2300,1465,15672.9,0.0,0.1,0,5,0.0,34.1,14675,60601-33,POINT (-87.622844 41.886262)
60601,39,09/20/2020,09/26/2020,8,212,54,1444.6,202,4299,1376,29294.7,0.0,0.0,1,6,6.8,40.9,14675,60601-39,POINT (-87.622844 41.886262)
60602,39,09/20/2020,09/26/2020,0,21,0,1688.1,27,460,2170,36977.5,0.0,0.0,0,0,0.0,0.0,1244,60602-39,POINT (-87.628309 41.883136)
60601,32,08/02/2020,08/08/2020,4,120,27,817.7,184,2085,1254,14207.8,0.0,0.1,0,5,0.0,34.1,14675,60601-32,POINT (-87.622844 41.886262)
60605,12,03/15/2020,03/21/2020,20,23,73,83.6,79,98,287,356.1,0.3,0.2,0,0,0.0,0.0,27519,60605-12,POINT (-87.623449 41.867824)
60605,15,04/05/2020,04/11/2020,13,65,47,236.2,80,323,291,1173.7,0.2,0.2,0,0,0.0,0.0,27519,60605-15,POINT (-87.623449 41.867824)
60605,16,04/12/2020,04/18/2020,28,93,102,337.9,104,427,378,1551.7,0.3,0.2,0,0,0.0,0.0,27519,60605-16,POINT (-87.623449 41.867824)
60601,40,09/27/2020,10/03/2020,4,216,27,1471.9,218,4517,1486,30780.2,0.0,0.0,0,6,0.0,40.9,14675,60601-40,POINT (-87.622844 41.886262)
60604,28,07/05/2020,07/11/2020,0,25,0,3196.9,20,166,2558,21227.6,0.0,0.2,0,0,0.0,0.0,782,60604-28,POINT (-87.629029 41.878153)
60604,29,07/12/2020,07/18/2020,0,25,0,3196.9,9,175,1151,22378.5,0.0,0.1,0,0,0.0,0.0,782,60604-29,POINT (-87.629029 41.878153)
60604,34,08/16/2020,08/22/2020,4,29,512,3708.4,20,262,2558,33503.8,0.2,0.1,0,0,0.0,0.0,782,60604-34,POINT (-87.629029 41.878153)
60609,17,04/19/2020,04/25/2020,222,562,361,913.9,503,1325,818,2154.6,0.4,0.4,8,18,13.0,29.3,61495,60609-17,POINT (-87.653382 41.812017)
60609,18,04/26/2020,05/02/2020,301,863,490,1403.4,676,2001,1099,3253.9,0.4,0.4,6,24,9.8,39.0,61495,60609-18,POINT (-87.653382 41.812017)
60610,15,04/05/2020,04/11/2020,15,97,38,248.6,96,377,246,966.2,0.2,0.3,1,1,2.6,2.6,39019,60610-15,POINT (-87.63581 41.90455)
60604,39,09/20/2020,09/26/2020,0,31,0,3964.2,12,338,1534,43222.5,0.0,0.1,0,0,0.0,0.0,782,60604-39,POINT (-87.629029 41.878153)
60605,39,09/20/2020,09/26/2020,12,391,44,1420.8,290,7155,1054,26000.2,0.0,0.1,1,3,3.6,10.9,27519,60605-39,POINT (-87.623449 41.867824)
60606,40,09/27/2020,10/03/2020,5,76,161,2450.8,83,1994,2677,64301.8,0.1,0.0,0,1,0.0,32.2,3101,60606-40,POINT (-87.63676 41.882634)
60607,25,06/14/2020,06/20/2020,11,464,37,1568,286,2453,966,8289.7,0.0,0.2,0,4,0.0,13.5,29591,60607-25,POINT (-87.652727 41.876104)
60607,26,06/21/2020,06/27/2020,15,479,51,1618.7,305,2758,1031,9320.4,0.0,0.2,0,4,0.0,13.5,29591,60607-26,POINT (-87.652727 41.876104)
60607,27,06/28/2020,07/04/2020,8,487,27,1645.8,327,3085,1105,10425.5,0.0,0.2,0,4,0.0,13.5,29591,60607-27,POINT (-87.652727 41.876104)
60607,28,07/05/2020,07/11/2020,16,503,54,1699.8,425,3510,1436,11861.7,0.0,0.1,0,4,0.0,13.5,29591,60607-28,POINT (-87.652727 41.876104)
60607,29,07/12/2020,07/18/2020,14,517,47,1747.2,454,3964,1534,13396,0.0,0.1,0,4,0.0,13.5,29591,60607-29,POINT (-87.652727 41.876104)
60629,10,03/01/2020,03/07/2020,,,,,2,2,2,1.8,,,0,0,0.0,0.0,111850,60629-10,POINT (-87.711565 41.777061)
60607,30,07/19/2020,07/25/2020,13,530,44,1791.1,426,4390,1440,14835.6,0.0,0.1,0,4,0.0,13.5,29591,60607-30,POINT (-87.652727 41.876104)
60607,31,07/26/2020,08/01/2020,16,546,54,1845.2,386,4776,1304,16140,0.0,0.1,0,4,0.0,13.5,29591,60607-31,POINT (-87.652727 41.876104)
60607,32,08/02/2020,08/08/2020,30,576,101,1946.5,417,5193,1409,17549.3,0.1,0.1,0,4,0.0,13.5,29591,60607-32,POINT (-87.652727 41.876104)
60603,30,07/19/2020,07/25/2020,1,9,85,766.6,24,183,2044,15587.7,0.0,0.0,0,0,0.0,0.0,1174,60603-30,POINT (-87.625473 41.880112)
60602,30,07/19/2020,07/25/2020,1,18,80,1446.9,20,253,1608,20337.6,0.0,0.1,0,0,0.0,0.0,1244,60602-30,POINT (-87.628309 41.883136)
60611,11,03/08/2020,03/14/2020,,,,,10,13,31,40.1,,,0,0,0.0,0.0,32426,60611-11,POINT (-87.620291 41.894734)
60601,34,08/16/2020,08/22/2020,7,135,48,919.9,239,2539,1629,17301.5,0.0,0.1,0,5,0.0,34.1,14675,60601-34,POINT (-87.622844 41.886262)
60605,17,04/19/2020,04/25/2020,25,118,91,428.8,108,535,392,1944.1,0.2,0.2,0,0,0.0,0.0,27519,60605-17,POINT (-87.623449 41.867824)
60605,18,04/26/2020,05/02/2020,17,135,62,490.6,160,695,581,2525.5,0.1,0.2,1,1,3.6,3.6,27519,60605-18,POINT (-87.623449 41.867824)
60607,33,08/09/2020,08/15/2020,25,601,84,2031,392,5585,1325,18874,0.1,0.1,0,4,0.0,13.5,29591,60607-33,POINT (-87.652727 41.876104)
60607,40,09/27/2020,10/03/2020,12,754,41,2548.1,324,8594,1095,29042.6,0.0,0.1,0,4,0.0,13.5,29591,60607-40,POINT (-87.652727 41.876104)
60602,27,06/28/2020,07/04/2020,1,15,80,1205.8,15,186,1206,14951.8,0.1,0.1,0,0,0.0,0.0,1244,60602-27,POINT (-87.628309 41.883136)
60602,32,08/02/2020,08/08/2020,0,18,0,1446.9,20,299,1608,24035.4,0.0,0.1,0,0,0.0,0.0,1244,60602-32,POINT (-87.628309 41.883136)
60612,14,03/29/2020,04/04/2020,54,134,157,390.5,167,448,487,1305.7,0.3,0.3,3,4,8.7,11.7,34311,60612-14,POINT (-87.687011 41.88004)
60612,17,04/19/2020,04/25/2020,80,350,233,1020.1,277,1197,807,3488.7,0.3,0.3,1,11,2.9,32.1,34311,60612-17,POINT (-87.687011 41.88004)
60612,18,04/26/2020,05/02/2020,68,418,198,1218.3,331,1528,965,4453.4,0.2,0.3,2,13,5.8,37.9,34311,60612-18,POINT (-87.687011 41.88004)
60612,19,05/03/2020,05/09/2020,86,504,251,1468.9,352,1880,1026,5479.3,0.2,0.3,4,17,11.7,49.5,34311,60612-19,POINT (-87.687011 41.88004)
60608,30,07/19/2020,07/25/2020,58,2023,73,2554.1,1014,11430,1280,14430.9,0.1,0.2,1,73,1.3,92.2,79205,60608-30,POINT (-87.670366 41.849879)
60608,33,08/09/2020,08/15/2020,80,2229,101,2814.2,856,13967,1081,17634,0.1,0.2,1,76,1.3,96.0,79205,60608-33,POINT (-87.670366 41.849879)
60608,34,08/16/2020,08/22/2020,105,2334,133,2946.8,926,14893,1169,18803.1,0.1,0.2,0,76,0.0,96.0,79205,60608-34,POINT (-87.670366 41.849879)
60608,35,08/23/2020,08/29/2020,80,2414,101,3047.8,852,15745,1076,19878.8,0.1,0.2,0,76,0.0,96.0,79205,60608-35,POINT (-87.670366 41.849879)
60608,36,08/30/2020,09/05/2020,59,2473,74,3122.3,731,16476,923,20801.7,0.1,0.2,1,77,1.3,97.2,79205,60608-36,POINT (-87.670366 41.849879)
60610,29,07/12/2020,07/18/2020,22,372,56,953.4,652,5106,1671,13085.9,0.0,0.1,0,10,0.0,25.6,39019,60610-29,POINT (-87.63581 41.90455)
60610,30,07/19/2020,07/25/2020,27,399,69,1022.6,552,5658,1415,14500.6,0.0,0.1,0,10,0.0,25.6,39019,60610-30,POINT (-87.63581 41.90455)
60610,34,08/16/2020,08/22/2020,38,500,97,1281.4,584,8020,1497,20554.1,0.1,0.1,0,10,0.0,25.6,39019,60610-34,POINT (-87.63581 41.90455)
60610,36,08/30/2020,09/05/2020,34,551,87,1412.1,608,9139,1558,23421.9,0.1,0.1,0,10,0.0,25.6,39019,60610-36,POINT (-87.63581 41.90455)
60610,38,09/13/2020,09/19/2020,44,631,113,1617.2,570,10180,1461,26089.9,0.1,0.1,0,10,0.0,25.6,39019,60610-38,POINT (-87.63581 41.90455)
60610,39,09/20/2020,09/26/2020,35,666,90,1706.9,500,10680,1281,27371.3,0.1,0.1,0,10,0.0,25.6,39019,60610-39,POINT (-87.63581 41.90455)
60610,40,09/27/2020,10/03/2020,33,699,85,1791.4,522,11202,1338,28709.1,0.1,0.1,0,10,0.0,25.6,39019,60610-40,POINT (-87.63581 41.90455)
60611,22,05/24/2020,05/30/2020,15,139,46,428.7,279,1789,860,5517.2,0.1,0.1,0,2,0.0,6.2,32426,60611-22,POINT (-87.620291 41.894734)
60611,28,07/05/2020,07/11/2020,27,223,83,687.7,529,3890,1631,11996.5,0.1,0.1,0,3,0.0,9.3,32426,60611-28,POINT (-87.620291 41.894734)
60611,29,07/12/2020,07/18/2020,17,240,52,740.1,489,4379,1508,13504.6,0.0,0.1,0,3,0.0,9.3,32426,60611-29,POINT (-87.620291 41.894734)
60611,40,09/27/2020,10/03/2020,22,480,68,1480.3,491,9647,1514,29750.8,0.0,0.0,0,4,0.0,12.3,32426,60611-40,POINT (-87.620291 41.894734)
60613,11,03/08/2020,03/14/2020,5,5,10,10,15,17,30,33.9,0.3,0.3,0,0,0.0,0.0,50113,60613-11,POINT (-87.661343 41.953742)
60605,14,03/29/2020,04/04/2020,13,52,47,189,63,243,229,883,0.2,0.2,0,0,0.0,0.0,27519,60605-14,POINT (-87.623449 41.867824)
60612,20,05/10/2020,05/16/2020,77,581,224,1693.3,404,2284,1178,6656.8,0.2,0.3,2,19,5.8,55.4,34311,60612-20,POINT (-87.687011 41.88004)
60612,21,05/17/2020,05/23/2020,64,645,186,1879.9,338,2622,985,7641.9,0.2,0.2,3,22,8.7,64.1,34311,60612-21,POINT (-87.687011 41.88004)
60612,39,09/20/2020,09/26/2020,17,991,50,2888.3,463,9064,1349,26417.2,0.0,0.1,0,31,0.0,90.4,34311,60612-39,POINT (-87.687011 41.88004)
60613,21,05/17/2020,05/23/2020,18,347,36,692.4,289,1805,577,3601.9,0.1,0.2,1,24,2.0,47.9,50113,60613-21,POINT (-87.661343 41.953742)
60613,22,05/24/2020,05/30/2020,13,360,26,718.4,308,2113,615,4216.5,0.0,0.2,3,27,6.0,53.9,50113,60613-22,POINT (-87.661343 41.953742)
60614,15,04/05/2020,04/11/2020,52,171,73,239.8,176,612,247,858.2,0.3,0.3,8,9,11.2,12.6,71308,60614-15,POINT (-87.652064 41.922605)
60614,16,04/12/2020,04/18/2020,32,203,45,284.7,207,819,290,1148.5,0.2,0.2,15,24,21.0,33.7,71308,60614-16,POINT (-87.652064 41.922605)
60614,17,04/19/2020,04/25/2020,68,271,95,380,290,1109,407,1555.2,0.2,0.2,8,32,11.2,44.9,71308,60614-17,POINT (-87.652064 41.922605)
60613,23,05/31/2020,06/06/2020,16,376,32,750.3,304,2417,607,4823.1,0.1,0.2,1,28,2.0,55.9,50113,60613-23,POINT (-87.661343 41.953742)
60613,24,06/07/2020,06/13/2020,14,390,28,778.2,567,2984,1131,5954.5,0.0,0.1,0,28,0.0,55.9,50113,60613-24,POINT (-87.661343 41.953742)
60613,25,06/14/2020,06/20/2020,10,400,20,798.2,482,3466,962,6916.4,0.0,0.1,1,29,2.0,57.9,50113,60613-25,POINT (-87.661343 41.953742)
60613,26,06/21/2020,06/27/2020,19,419,38,836.1,578,4044,1153,8069.8,0.0,0.1,2,31,4.0,61.9,50113,60613-26,POINT (-87.661343 41.953742)
60613,33,08/09/2020,08/15/2020,20,606,40,1209.3,670,9109,1337,18176.9,0.0,0.1,0,31,0.0,61.9,50113,60613-33,POINT (-87.661343 41.953742)
60602,34,08/16/2020,08/22/2020,0,19,0,1527.3,24,336,1929,27009.6,0.0,0.1,0,0,0.0,0.0,1244,60602-34,POINT (-87.628309 41.883136)
60602,36,08/30/2020,09/05/2020,0,20,0,1607.7,26,393,2090,31591.6,0.0,0.1,0,0,0.0,0.0,1244,60602-36,POINT (-87.628309 41.883136)
60613,34,08/16/2020,08/22/2020,30,636,60,1269.1,713,9822,1423,19599.7,0.0,0.1,0,31,0.0,61.9,50113,60613-34,POINT (-87.661343 41.953742)
60615,12,03/15/2020,03/21/2020,25,26,60,62.6,136,145,327,348.9,0.2,0.2,0,0,0.0,0.0,41563,60615-12,POINT (-87.602725 41.801993)
60615,13,03/22/2020,03/28/2020,31,57,75,137.1,105,250,253,601.5,0.3,0.2,1,1,2.4,2.4,41563,60615-13,POINT (-87.602725 41.801993)
60615,14,03/29/2020,04/04/2020,42,99,101,238.2,151,401,363,964.8,0.3,0.2,3,4,7.2,9.6,41563,60615-14,POINT (-87.602725 41.801993)
60615,10,03/01/2020,03/07/2020,,,,,3,3,7,7.2,,,0,0,0.0,0.0,41563,60615-10,POINT (-87.602725 41.801993)
60615,15,04/05/2020,04/11/2020,33,132,79,317.6,159,560,383,1347.4,0.2,0.2,0,4,0.0,9.6,41563,60615-15,POINT (-87.602725 41.801993)
60615,16,04/12/2020,04/18/2020,39,171,94,411.4,179,739,431,1778,0.2,0.2,1,5,2.4,12.0,41563,60615-16,POINT (-87.602725 41.801993)
60615,17,04/19/2020,04/25/2020,44,215,106,517.3,191,930,460,2237.6,0.2,0.2,2,7,4.8,16.8,41563,60615-17,POINT (-87.602725 41.801993)
60615,18,04/26/2020,05/02/2020,28,243,67,584.7,226,1156,544,2781.3,0.1,0.2,3,10,7.2,24.1,41563,60615-18,POINT (-87.602725 41.801993)
60615,19,05/03/2020,05/09/2020,31,274,75,659.2,277,1433,666,3447.8,0.1,0.2,1,11,2.4,26.5,41563,60615-19,POINT (-87.602725 41.801993)
60615,20,05/10/2020,05/16/2020,28,302,67,726.6,315,1748,758,4205.7,0.1,0.2,3,14,7.2,33.7,41563,60615-20,POINT (-87.602725 41.801993)
60615,21,05/17/2020,05/23/2020,30,332,72,798.8,399,2147,960,5165.7,0.1,0.2,0,14,0.0,33.7,41563,60615-21,POINT (-87.602725 41.801993)
60615,22,05/24/2020,05/30/2020,21,353,50,849.3,335,2482,806,5971.7,0.1,0.1,0,14,0.0,33.7,41563,60615-22,POINT (-87.602725 41.801993)
60606,21,05/17/2020,05/23/2020,0,20,0,645,68,350,2193,11286.7,0.0,0.1,0,0,0.0,0.0,3101,60606-21,POINT (-87.63676 41.882634)
60606,22,05/24/2020,05/30/2020,2,22,64,709.4,109,459,3515,14801.7,0.0,0.0,0,0,0.0,0.0,3101,60606-22,POINT (-87.63676 41.882634)
60618,12,03/15/2020,03/21/2020,16,22,17,23.3,93,111,98,117.6,0.2,0.2,0,0,0.0,0.0,94395,60618-12,POINT (-87.703343 41.946699)
60605,19,05/03/2020,05/09/2020,14,149,51,541.4,137,832,498,3023.4,0.1,0.2,0,1,0.0,3.6,27519,60605-19,POINT (-87.623449 41.867824)
60605,20,05/10/2020,05/16/2020,6,155,22,563.2,144,976,523,3546.6,0.0,0.2,0,1,0.0,3.6,27519,60605-20,POINT (-87.623449 41.867824)
60605,21,05/17/2020,05/23/2020,14,169,51,614.1,179,1155,650,4197.1,0.1,0.1,0,1,0.0,3.6,27519,60605-21,POINT (-87.623449 41.867824)
60601,20,05/10/2020,05/16/2020,3,66,20,449.7,78,446,532,3039.2,0.0,0.1,0,4,0.0,27.3,14675,60601-20,POINT (-87.622844 41.886262)
60605,22,05/24/2020,05/30/2020,18,187,65,679.5,233,1388,847,5043.8,0.1,0.1,0,1,0.0,3.6,27519,60605-22,POINT (-87.623449 41.867824)
60605,23,05/31/2020,06/06/2020,7,194,25,705,203,1591,738,5781.5,0.0,0.1,0,1,0.0,3.6,27519,60605-23,POINT (-87.623449 41.867824)
60613,35,08/23/2020,08/29/2020,25,661,50,1319,610,10432,1217,20817,0.0,0.1,0,31,0.0,61.9,50113,60613-35,POINT (-87.661343 41.953742)
60613,36,08/30/2020,09/05/2020,30,691,60,1378.9,691,11123,1379,22195.8,0.0,0.1,0,31,0.0,61.9,50113,60613-36,POINT (-87.661343 41.953742)
60609,19,05/03/2020,05/09/2020,217,1080,353,1756.2,567,2568,922,4175.9,0.4,0.4,8,32,13.0,52.0,61495,60609-19,POINT (-87.653382 41.812017)
60615,23,05/31/2020,06/06/2020,11,364,26,875.8,278,2760,669,6640.5,0.0,0.1,1,15,2.4,36.1,41563,60615-23,POINT (-87.602725 41.801993)
60615,24,06/07/2020,06/13/2020,12,376,29,904.7,410,3170,986,7627,0.0,0.1,0,15,0.0,36.1,41563,60615-24,POINT (-87.602725 41.801993)
60613,38,09/13/2020,09/19/2020,45,755,90,1506.6,615,12305,1227,24554.5,0.1,0.1,0,31,0.0,61.9,50113,60613-38,POINT (-87.661343 41.953742)
60616,18,04/26/2020,05/02/2020,33,272,61,499.4,224,1127,411,2069.3,0.1,0.2,2,24,3.7,44.1,54464,60616-18,POINT (-87.629531 41.844869)
60616,19,05/03/2020,05/09/2020,37,309,68,567.3,302,1429,554,2623.8,0.1,0.2,2,26,3.7,47.7,54464,60616-19,POINT (-87.629531 41.844869)
60601,36,08/30/2020,09/05/2020,14,162,95,1103.9,287,3080,1956,20988.1,0.0,0.1,0,5,0.0,34.1,14675,60601-36,POINT (-87.622844 41.886262)
60619,10,03/01/2020,03/07/2020,,,,,2,2,3,3.3,,,0,0,0.0,0.0,61258,60619-10,POINT (-87.60569 41.744737)
60606,23,05/31/2020,06/06/2020,5,27,161,870.7,88,547,2838,17639.5,0.1,0.0,0,0,0.0,0.0,3101,60606-23,POINT (-87.63676 41.882634)
60606,39,09/20/2020,09/26/2020,4,71,129,2289.6,79,1911,2548,61625.3,0.1,0.0,0,1,0.0,32.2,3101,60606-39,POINT (-87.63676 41.882634)
60607,39,09/20/2020,09/26/2020,45,742,152,2507.5,560,8270,1892,27947.7,0.1,0.1,0,4,0.0,13.5,29591,60607-39,POINT (-87.652727 41.876104)
60608,39,09/20/2020,09/26/2020,68,2695,86,3402.6,713,18508,900,23367.2,0.1,0.1,1,79,1.3,99.7,79205,60608-39,POINT (-87.670366 41.849879)
60609,20,05/10/2020,05/16/2020,246,1326,400,2156.3,816,3384,1327,5502.9,0.3,0.4,11,43,17.9,69.9,61495,60609-20,POINT (-87.653382 41.812017)
60613,39,09/20/2020,09/26/2020,35,790,70,1576.4,584,12889,1165,25719.9,0.1,0.1,0,31,0.0,61.9,50113,60613-39,POINT (-87.661343 41.953742)
60606,24,06/07/2020,06/13/2020,0,27,0,870.7,67,614,2161,19800.1,0.0,0.0,0,0,0.0,0.0,3101,60606-24,POINT (-87.63676 41.882634)
60614,20,05/10/2020,05/16/2020,38,462,53,647.9,450,2374,631,3329.2,0.1,0.2,6,54,8.4,75.7,71308,60614-20,POINT (-87.652064 41.922605)
60614,21,05/17/2020,05/23/2020,16,478,22,670.3,432,2806,606,3935,0.0,0.2,4,58,5.6,81.3,71308,60614-21,POINT (-87.652064 41.922605)
60614,22,05/24/2020,05/30/2020,17,495,24,694.2,332,3138,466,4400.6,0.1,0.2,4,62,5.6,86.9,71308,60614-22,POINT (-87.652064 41.922605)
60616,20,05/10/2020,05/16/2020,57,366,105,672,530,1959,973,3596.9,0.1,0.2,3,29,5.5,53.2,54464,60616-20,POINT (-87.629531 41.844869)
60606,25,06/14/2020,06/20/2020,0,27,0,870.7,84,698,2709,22508.9,0.0,0.0,0,0,0.0,0.0,3101,60606-25,POINT (-87.63676 41.882634)
60606,26,06/21/2020,06/27/2020,2,29,64,935.2,90,788,2902,25411.2,0.0,0.0,1,1,32.2,32.2,3101,60606-26,POINT (-87.63676 41.882634)
60606,27,06/28/2020,07/04/2020,4,33,129,1064.2,105,893,3386,28797.2,0.0,0.0,0,1,0.0,32.2,3101,60606-27,POINT (-87.63676 41.882634)
60614,23,05/31/2020,06/06/2020,5,500,7,701.2,408,3546,572,4972.8,0.0,0.1,0,62,0.0,86.9,71308,60614-23,POINT (-87.652064 41.922605)
